retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
bm25,jasu_legalbert,Agreement_18,Who should pay for cleaning the chimney?,"The Tenant must pay for the sweeping of all working
chimneys (if any) and ensure that these are swept regularly during the
Agreement and particularly during the last week of the Agreement and
to produce to the Landlord receipted bills on the last day of the
Agreement.",tenancy deposit scheme,0.22500212490558624,0.07364177703857422
bm25,nlpaueb_legalbert,Agreement_18,Who should pay for cleaning the chimney?,"The Tenant must pay for the sweeping of all working
chimneys (if any) and ensure that these are swept regularly during the
Agreement and particularly during the last week of the Agreement and
to produce to the Landlord receipted bills on the last day of the
Agreement.","-off services, or unpaid utility bills, or a sum in relation",0.00010310678771929815,0.0845789909362793
bm25,atharvamundada_bertlarge_legal,Agreement_18,Who should pay for cleaning the chimney?,"The Tenant must pay for the sweeping of all working
chimneys (if any) and ensure that these are swept regularly during the
Agreement and particularly during the last week of the Agreement and
to produce to the Landlord receipted bills on the last day of the
Agreement.",landlord,0.7779722809791565,0.26526379585266113
bm25,jasu_legalbert,Agreement_18,What will happen if I lost the keys of the property?,"In the event that the Tenant loses keys for the Let
Property, or fails to return keys at the end of the Agreement, the
Tenant will be required to meet the reasonable costs of replacing keys
and changing locks.",the landlord can evict the tenant,0.18413816392421722,0.061765432357788086
bm25,nlpaueb_legalbert,Agreement_18,What will happen if I lost the keys of the property?,"In the event that the Tenant loses keys for the Let
Property, or fails to return keys at the end of the Agreement, the
Tenant will be required to meet the reasonable costs of replacing keys
and changing locks.",take up the tenancy,3.892481618095189e-05,0.07402610778808594
bm25,atharvamundada_bertlarge_legal,Agreement_18,What will happen if I lost the keys of the property?,"In the event that the Tenant loses keys for the Let
Property, or fails to return keys at the end of the Agreement, the
Tenant will be required to meet the reasonable costs of replacing keys
and changing locks.",Replacement of keys,0.674534261226654,0.2316877841949463
bm25,jasu_legalbert,Agreement_18,"Could I change some trees in the garden of the
property?","The Tenant must not lop, cut down or remove or
otherwise injure any trees shrubs or plants growing upon the Let
Property nor alter the general character of the garden with the
exception of normal pruning, etc.
25",kitchen cupboards or bathroom fittings,0.045563265681266785,0.09148645401000977
bm25,nlpaueb_legalbert,Agreement_18,"Could I change some trees in the garden of the
property?","The Tenant must not lop, cut down or remove or
otherwise injure any trees shrubs or plants growing upon the Let
Property nor alter the general character of the garden with the
exception of normal pruning, etc.
25",Equality Act 2010,9.584152576280758e-05,0.10482501983642578
bm25,atharvamundada_bertlarge_legal,Agreement_18,"Could I change some trees in the garden of the
property?","The Tenant must not lop, cut down or remove or
otherwise injure any trees shrubs or plants growing upon the Let
Property nor alter the general character of the garden with the
exception of normal pruning, etc.
25",bringing the garden back to an acceptable standard at the termination of the Agreement,0.02897014655172825,0.3492152690887451
whoosh,jasu_legalbert,Agreement_18,Which type is this Tenancy?,"Your tenancy is open-ended, which means it doesn’t have a
fixed length or a set date it will end. Your landlord cannot include an
expected end date or minimum period in your tenancy agreement.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,Which type is this Tenancy?,"Your tenancy is open-ended, which means it doesn’t have a
fixed length or a set date it will end. Your landlord cannot include an
expected end date or minimum period in your tenancy agreement.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Which type is this Tenancy?,"Your tenancy is open-ended, which means it doesn’t have a
fixed length or a set date it will end. Your landlord cannot include an
expected end date or minimum period in your tenancy agreement.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Could the rent be increased?,"Your landlord can only increase your rent once in a 12-
month period .",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,Could the rent be increased?,"Your landlord can only increase your rent once in a 12-
month period .",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Could the rent be increased?,"Your landlord can only increase your rent once in a 12-
month period .",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,How long the notice period before a rent increase?,"and must give you at least three months’ notice that they
are going to do this .",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,How long the notice period before a rent increase?,"and must give you at least three months’ notice that they
are going to do this .",,-1.0,4.76837158203125e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How long the notice period before a rent increase?,"and must give you at least three months’ notice that they
are going to do this .",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,"in my opinion, the increase of rent is unreasonable, what
could I do?","If you think an increase is unreasonable, you can ask a rent
officer from Rent Service Scotland to make a decision on whether it is
fair.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,"in my opinion, the increase of rent is unreasonable, what
could I do?","If you think an increase is unreasonable, you can ask a rent
officer from Rent Service Scotland to make a decision on whether it is
fair.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"in my opinion, the increase of rent is unreasonable, what
could I do?","If you think an increase is unreasonable, you can ask a rent
officer from Rent Service Scotland to make a decision on whether it is
fair.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,How much maximum is the deposit?,the deposit must not be more than two months’ rent.,,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_18,How much maximum is the deposit?,the deposit must not be more than two months’ rent.,,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How much maximum is the deposit?,the deposit must not be more than two months’ rent.,,-1.0,4.76837158203125e-07
whoosh,jasu_legalbert,Agreement_18,Is there any charges to grant the tenancy?,"It is against the law for a landlord or letting agent to charge
a fee or premium, or enter into a loan arrangement with you, as a
condition of granting, renewing or continuing your tenancy.
1",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,Is there any charges to grant the tenancy?,"It is against the law for a landlord or letting agent to charge
a fee or premium, or enter into a loan arrangement with you, as a
condition of granting, renewing or continuing your tenancy.
1",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Is there any charges to grant the tenancy?,"It is against the law for a landlord or letting agent to charge
a fee or premium, or enter into a loan arrangement with you, as a
condition of granting, renewing or continuing your tenancy.
1",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Would the landlord keep the deposit in his account?,"If you have paid a landlord a deposit, they must pay it into
an approved tenancy deposit scheme.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,Would the landlord keep the deposit in his account?,"If you have paid a landlord a deposit, they must pay it into
an approved tenancy deposit scheme.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Would the landlord keep the deposit in his account?,"If you have paid a landlord a deposit, they must pay it into
an approved tenancy deposit scheme.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,Would the landlord confirm receiving the deposit?,"and give you further information about this within 30
working days of the start of your tenancy. This information should
include, for example, the amount paid and the date it was paid, the
address of the property, confirmation that the landlord is registered,
and contact details for the scheme.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,Would the landlord confirm receiving the deposit?,"and give you further information about this within 30
working days of the start of your tenancy. This information should
include, for example, the amount paid and the date it was paid, the
address of the property, confirmation that the landlord is registered,
and contact details for the scheme.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Would the landlord confirm receiving the deposit?,"and give you further information about this within 30
working days of the start of your tenancy. This information should
include, for example, the amount paid and the date it was paid, the
address of the property, confirmation that the landlord is registered,
and contact details for the scheme.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,"If the landlord did not pay the deposit to any scheme
within these 30 days, what could I do?","If your landlord has not paid your deposit into the scheme
within this 30-day timescale, you can take them to the First-tier
Tribunal for Scotland (Housing and Property Chamber), where they
could be told to pay you up to three times the value of the deposit.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,"If the landlord did not pay the deposit to any scheme
within these 30 days, what could I do?","If your landlord has not paid your deposit into the scheme
within this 30-day timescale, you can take them to the First-tier
Tribunal for Scotland (Housing and Property Chamber), where they
could be told to pay you up to three times the value of the deposit.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"If the landlord did not pay the deposit to any scheme
within these 30 days, what could I do?","If your landlord has not paid your deposit into the scheme
within this 30-day timescale, you can take them to the First-tier
Tribunal for Scotland (Housing and Property Chamber), where they
could be told to pay you up to three times the value of the deposit.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,"If I found the home is in bad conditions, what could I do?","You can apply to the First-tier Tribunal for Scotland
(Housing and Property Chamber) if your home doesn't reach a
minimum standard of repair (known as the repairing standard).",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,"If I found the home is in bad conditions, what could I do?","You can apply to the First-tier Tribunal for Scotland
(Housing and Property Chamber) if your home doesn't reach a
minimum standard of repair (known as the repairing standard).",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"If I found the home is in bad conditions, what could I do?","You can apply to the First-tier Tribunal for Scotland
(Housing and Property Chamber) if your home doesn't reach a
minimum standard of repair (known as the repairing standard).",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Could the landlord end this tenancy at any time?,"Your landlord cannot end your tenancy without good
reason. They can only end it by giving you ‘notice to leave’ for one or
more of 18 reasons (grounds).
2",written notice to the tenant,0.023893313482403755,0.0304110050201416
whoosh,nlpaueb_legalbert,Agreement_18,Could the landlord end this tenancy at any time?,"Your landlord cannot end your tenancy without good
reason. They can only end it by giving you ‘notice to leave’ for one or
more of 18 reasons (grounds).
2",of the advice groups listed at the end of [these Notes or Scottish,0.00010366860806243494,0.033568620681762695
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Could the landlord end this tenancy at any time?,"Your landlord cannot end your tenancy without good
reason. They can only end it by giving you ‘notice to leave’ for one or
more of 18 reasons (grounds).
2",The landlord cannot simply end the tenancy,0.0930199846625328,0.1278700828552246
whoosh,jasu_legalbert,Agreement_18,How long is the notice period should the landlord give?,"If your landlord asks you to leave, they must give you:
.
28 days’ notice (if you have lived in the property for less than six
months or the landlord is using one of the six ‘behaviour’ grounds); or
.
84 days’ notice (if you have lived in the property for more than six
months and the landlord is not using the ‘behaviour’ grounds).",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,How long is the notice period should the landlord give?,"If your landlord asks you to leave, they must give you:
.
28 days’ notice (if you have lived in the property for less than six
months or the landlord is using one of the six ‘behaviour’ grounds); or
.
84 days’ notice (if you have lived in the property for more than six
months and the landlord is not using the ‘behaviour’ grounds).",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How long is the notice period should the landlord give?,"If your landlord asks you to leave, they must give you:
.
28 days’ notice (if you have lived in the property for less than six
months or the landlord is using one of the six ‘behaviour’ grounds); or
.
84 days’ notice (if you have lived in the property for more than six
months and the landlord is not using the ‘behaviour’ grounds).",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,"If I disagree with the reason mentioned in the notice to
leave, what could I do?","If you disagree with the reason given in the notice to leave
given to you by your landlord, you do not need to leave your property
until such times as your landlord has obtained an eviction order from
the First-tier Tribunal (Housing and Property Chamber).",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,"If I disagree with the reason mentioned in the notice to
leave, what could I do?","If you disagree with the reason given in the notice to leave
given to you by your landlord, you do not need to leave your property
until such times as your landlord has obtained an eviction order from
the First-tier Tribunal (Housing and Property Chamber).",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"If I disagree with the reason mentioned in the notice to
leave, what could I do?","If you disagree with the reason given in the notice to leave
given to you by your landlord, you do not need to leave your property
until such times as your landlord has obtained an eviction order from
the First-tier Tribunal (Housing and Property Chamber).",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,"If I think that my tenancy was ended unlawfully, what
could I do?","If you think that your tenancy was ended unlawfully (for
example, the landlord served you with a notice to leave on the grounds
that they intended to sell the property, but then they let it to another
tenant), you can apply to the First-tier Tribunal for Scotland (Housing
and Property Chamber). The Tribunal can award you up to six months'
rent.
3",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,"If I think that my tenancy was ended unlawfully, what
could I do?","If you think that your tenancy was ended unlawfully (for
example, the landlord served you with a notice to leave on the grounds
that they intended to sell the property, but then they let it to another
tenant), you can apply to the First-tier Tribunal for Scotland (Housing
and Property Chamber). The Tribunal can award you up to six months'
rent.
3",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"If I think that my tenancy was ended unlawfully, what
could I do?","If you think that your tenancy was ended unlawfully (for
example, the landlord served you with a notice to leave on the grounds
that they intended to sell the property, but then they let it to another
tenant), you can apply to the First-tier Tribunal for Scotland (Housing
and Property Chamber). The Tribunal can award you up to six months'
rent.
3",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,"If I wish to end the tenancy, how long is the notice period
should I give the landlord?","If you want to leave, you must give your landlord 28 days’
notice in writing. In your notice you will need to state the day you want
the tenancy to end (this is normally the day after the notice period has
ended).",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_18,"If I wish to end the tenancy, how long is the notice period
should I give the landlord?","If you want to leave, you must give your landlord 28 days’
notice in writing. In your notice you will need to state the day you want
the tenancy to end (this is normally the day after the notice period has
ended).",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"If I wish to end the tenancy, how long is the notice period
should I give the landlord?","If you want to leave, you must give your landlord 28 days’
notice in writing. In your notice you will need to state the day you want
the tenancy to end (this is normally the day after the notice period has
ended).",,-1.0,4.76837158203125e-07
whoosh,jasu_legalbert,Agreement_18,How should I notice the landlord?,"The Landlord and Tenant agree that all communications
which may or must be made under the Act and in relation to this
Agreement, including notices to be served by one party on the other
will be made in writing using:
hard copy by personal delivery or recorded delivery; or
X the email addresses set out in clauses 1 and 2.",hard copy at the property,0.16713306307792664,0.03713679313659668
whoosh,nlpaueb_legalbert,Agreement_18,How should I notice the landlord?,"The Landlord and Tenant agree that all communications
which may or must be made under the Act and in relation to this
Agreement, including notices to be served by one party on the other
will be made in writing using:
hard copy by personal delivery or recorded delivery; or
X the email addresses set out in clauses 1 and 2.",shorthold tenancy,3.345175355207175e-05,0.044200897216796875
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How should I notice the landlord?,"The Landlord and Tenant agree that all communications
which may or must be made under the Act and in relation to this
Agreement, including notices to be served by one party on the other
will be made in writing using:
hard copy by personal delivery or recorded delivery; or
X the email addresses set out in clauses 1 and 2.",seek advice from Shelter or Citizens Advice,0.17244721949100494,0.14923572540283203
whoosh,jasu_legalbert,Agreement_18,"When I send a notice to the landlord, when will be the
receiving date?","If sending a document electronically or by recorded
delivery post, the document will be regarded as having been received
48 hours after it was sent, unless the receiving party can provide proof
that he or she received it later than this. This extra delivery time should
be factored into any required notice.",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_18,"When I send a notice to the landlord, when will be the
receiving date?","If sending a document electronically or by recorded
delivery post, the document will be regarded as having been received
48 hours after it was sent, unless the receiving party can provide proof
that he or she received it later than this. This extra delivery time should
be factored into any required notice.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"When I send a notice to the landlord, when will be the
receiving date?","If sending a document electronically or by recorded
delivery post, the document will be regarded as having been received
48 hours after it was sent, unless the receiving party can provide proof
that he or she received it later than this. This extra delivery time should
be factored into any required notice.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,What is the address of the property?,"Address
34/3
STRATHEARN ROAD
EDINBURGH
EH9 2AB.
4",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,What is the address of the property?,"Address
34/3
STRATHEARN ROAD
EDINBURGH
EH9 2AB.
4",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is the address of the property?,"Address
34/3
STRATHEARN ROAD
EDINBURGH
EH9 2AB.
4",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,What is the type of property?,Flat.,,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,What is the type of property?,Flat.,,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is the type of property?,Flat.,,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,What are the shared asres?,Garden.,,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,What are the shared asres?,Garden.,,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What are the shared asres?,Garden.,,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,Is the flat furnished?,"The Let Property is furnished. See the Inventory and
Record of Condition for further details.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,Is the flat furnished?,"The Let Property is furnished. See the Inventory and
Record of Condition for further details.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Is the flat furnished?,"The Let Property is furnished. See the Inventory and
Record of Condition for further details.",,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,Is the property in a rent pressure zone?,The Let Property is not located in a rent pressure zone.,,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,Is the property in a rent pressure zone?,The Let Property is not located in a rent pressure zone.,,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Is the property in a rent pressure zone?,The Let Property is not located in a rent pressure zone.,,-1.0,4.76837158203125e-07
whoosh,jasu_legalbert,Agreement_18,What is Rent Pressure Zone?,"Rent Pressure Zone (RPZ): a defined area in which Scottish
Ministers have put a cap on how much rents for existing Tenants can be
increased by each year. Any cap set by Scottish Ministers will be at least
consumer prices index (CPI) plus 1%, and can last for up to 5 years.
Landlords with property within a rent pressure zone can apply to a rent
officer for an additional amount of rent to reflect any improvements
they have made to the Let Property.",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_18,What is Rent Pressure Zone?,"Rent Pressure Zone (RPZ): a defined area in which Scottish
Ministers have put a cap on how much rents for existing Tenants can be
increased by each year. Any cap set by Scottish Ministers will be at least
consumer prices index (CPI) plus 1%, and can last for up to 5 years.
Landlords with property within a rent pressure zone can apply to a rent
officer for an additional amount of rent to reflect any improvements
they have made to the Let Property.",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is Rent Pressure Zone?,"Rent Pressure Zone (RPZ): a defined area in which Scottish
Ministers have put a cap on how much rents for existing Tenants can be
increased by each year. Any cap set by Scottish Ministers will be at least
consumer prices index (CPI) plus 1%, and can last for up to 5 years.
Landlords with property within a rent pressure zone can apply to a rent
officer for an additional amount of rent to reflect any improvements
they have made to the Let Property.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Is the property a house?,"The Let Property is a House in Multiple Occupation
(HMO).",Houses in multiple occupation,0.04562786594033241,0.013046026229858398
whoosh,nlpaueb_legalbert,Agreement_18,Is the property a house?,"The Let Property is a House in Multiple Occupation
(HMO).",There are extra requirements for landlords of houses in,0.00010160124656977132,0.011690139770507812
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Is the property a house?,"The Let Property is a House in Multiple Occupation
(HMO).",Check with your local council whether the house is within a selective licensing scheme area,0.047421928495168686,0.03359627723693848
whoosh,jasu_legalbert,Agreement_18,What is the Contact number of the House?,"HMO 24-hour contact number:
07366707799 / 07366 727266.
5",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,What is the Contact number of the House?,"HMO 24-hour contact number:
07366707799 / 07366 727266.
5",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is the Contact number of the House?,"HMO 24-hour contact number:
07366707799 / 07366 727266.
5",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,What is expiry date of HMO licence?,HMO licence expiry date: 13 June 2023.,,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,What is expiry date of HMO licence?,HMO licence expiry date: 13 June 2023.,,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is expiry date of HMO licence?,HMO licence expiry date: 13 June 2023.,,-1.0,0.0
whoosh,jasu_legalbert,Agreement_18,What is the start date of the tenancy?,"The private residential tenancy will start on: 5 September
2022.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,What is the start date of the tenancy?,"The private residential tenancy will start on: 5 September
2022.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,What is the start date of the tenancy?,"The private residential tenancy will start on: 5 September
2022.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Could I run business at the property?,"The Tenant agrees to continue to occupy the Let Property
as his or her home and must obtain the Landlord’s written permission
before carrying out any trade, business or profession there.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,Could I run business at the property?,"The Tenant agrees to continue to occupy the Let Property
as his or her home and must obtain the Landlord’s written permission
before carrying out any trade, business or profession there.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Could I run business at the property?,"The Tenant agrees to continue to occupy the Let Property
as his or her home and must obtain the Landlord’s written permission
before carrying out any trade, business or profession there.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",any sum payable periodically by the Tenant to the Landlord,0.0003421073779463768,0.021276473999023438
whoosh,nlpaueb_legalbert,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",. - Rent officer: an independent officer appointed,1.8948792785522528e-05,0.02051234245300293
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",any sum payable periodically by the Tenant to the Landlord,0.23734886944293976,0.08118605613708496
whoosh,jasu_legalbert,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",any sum payable periodically by the Tenant to the Landlord,0.0003421073779463768,0.027428150177001953
whoosh,nlpaueb_legalbert,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",. - Rent officer: an independent officer appointed,1.8948792785522528e-05,0.025359392166137695
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How much is the rent?,"The rent is £1,500 a calendar month payable in advance.",any sum payable periodically by the Tenant to the Landlord,0.23734886944293976,0.08290410041809082
whoosh,jasu_legalbert,Agreement_18,How much is the first payment?,"The first payment will be paid on 5 September 2022 and
will be for the sum of £1,282 in respect of the period 5 September 2022
to 30 September 2022.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,How much is the first payment?,"The first payment will be paid on 5 September 2022 and
will be for the sum of £1,282 in respect of the period 5 September 2022
to 30 September 2022.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How much is the first payment?,"The first payment will be paid on 5 September 2022 and
will be for the sum of £1,282 in respect of the period 5 September 2022
to 30 September 2022.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,How much is the maximum of advanced rent?,"The maximum amount of rent which can be paid in
advance is 6 months’ rent.
6",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,How much is the maximum of advanced rent?,"The maximum amount of rent which can be paid in
advance is 6 months’ rent.
6",,-1.0,0.0
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How much is the maximum of advanced rent?,"The maximum amount of rent which can be paid in
advance is 6 months’ rent.
6",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,How should I pay the rent?,"Method by which rent is to be paid: Bank transfer
(This is the preferred method but rent may be paid using another
method if it is reasonable in the circumstances).",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,How should I pay the rent?,"Method by which rent is to be paid: Bank transfer
(This is the preferred method but rent may be paid using another
method if it is reasonable in the circumstances).",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,How should I pay the rent?,"Method by which rent is to be paid: Bank transfer
(This is the preferred method but rent may be paid using another
method if it is reasonable in the circumstances).",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,Could I pay the rent in cash?,"Where any payment of rent is made in cash, the Landlord
must provide the Tenant with a dated written receipt for the payment
stating: the amount paid, and either (as the case may be) the amount
which remains outstanding, or confirmation that no further amount
remains outstanding.",,-1.0,7.152557373046875e-07
whoosh,nlpaueb_legalbert,Agreement_18,Could I pay the rent in cash?,"Where any payment of rent is made in cash, the Landlord
must provide the Tenant with a dated written receipt for the payment
stating: the amount paid, and either (as the case may be) the amount
which remains outstanding, or confirmation that no further amount
remains outstanding.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,Could I pay the rent in cash?,"Where any payment of rent is made in cash, the Landlord
must provide the Tenant with a dated written receipt for the payment
stating: the amount paid, and either (as the case may be) the amount
which remains outstanding, or confirmation that no further amount
remains outstanding.",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,"Within How many days of receiving the rent increase
notice could I ask a rent officer to make a decision on whether it is fair?","Within 21 days of receiving a rent-increase notice, the
Tenant can refer the increase to a rent officer for adjudication if he or
she considers that the rent increase amount is unreasonable, unless the
property is located in a rent pressure zone (RPZ).",,-1.0,1.1920928955078125e-06
whoosh,nlpaueb_legalbert,Agreement_18,"Within How many days of receiving the rent increase
notice could I ask a rent officer to make a decision on whether it is fair?","Within 21 days of receiving a rent-increase notice, the
Tenant can refer the increase to a rent officer for adjudication if he or
she considers that the rent increase amount is unreasonable, unless the
property is located in a rent pressure zone (RPZ).",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"Within How many days of receiving the rent increase
notice could I ask a rent officer to make a decision on whether it is fair?","Within 21 days of receiving a rent-increase notice, the
Tenant can refer the increase to a rent officer for adjudication if he or
she considers that the rent increase amount is unreasonable, unless the
property is located in a rent pressure zone (RPZ).",,-1.0,2.384185791015625e-07
whoosh,jasu_legalbert,Agreement_18,"Should I notify the landlord of my intention to ask a rent
officer to make a decision on whether the increase is fair?","Before submitting a referral to a rent officer for rent
adjudication, the Tenant must complete Part 3 of the rent-increase
notice and return it to his or her Landlord to notify the Landlord of his
or her intention to make a referral to a rent officer. Failure to return
Part 3 to the Landlord will mean that the rent increase will take effect
from the date proposed in the notice.",,-1.0,9.5367431640625e-07
whoosh,nlpaueb_legalbert,Agreement_18,"Should I notify the landlord of my intention to ask a rent
officer to make a decision on whether the increase is fair?","Before submitting a referral to a rent officer for rent
adjudication, the Tenant must complete Part 3 of the rent-increase
notice and return it to his or her Landlord to notify the Landlord of his
or her intention to make a referral to a rent officer. Failure to return
Part 3 to the Landlord will mean that the rent increase will take effect
from the date proposed in the notice.",,-1.0,2.384185791015625e-07
whoosh,atharvamundada_bertlarge_legal,Agreement_18,"Should I notify the landlord of my intention to ask a rent
officer to make a decision on whether the increase is fair?","Before submitting a referral to a rent officer for rent
adjudication, the Tenant must complete Part 3 of the rent-increase
notice and return it to his or her Landlord to notify the Landlord of his
or her intention to make a referral to a rent officer. Failure to return
Part 3 to the Landlord will mean that the rent increase will take effect
from the date proposed in the notice.",,-1.0,2.384185791015625e-07
